record_index,RXN:VAR(1):CAS_Reaction_Number,RXN:RCT(1):CAS_RN,RXN:RCT(2):CAS_RN,RXN:RCT(3):CAS_RN,RXN:RCT(4):CAS_RN,RXN:PRO(1):CAS_RN,RXN:VAR(1):PRO(1):YIELD,RXN:VAR(1):REFERENCE(1):AUTHOR,RXN:VAR(1):REFERENCE(1):TITLE,RXN:VAR(1):REFERENCE(1):CITATION,RXN:VAR(1):NOTES,RXN:VAR(1):CAT(1):CAS_RN,RXN:VAR(1):CAT(2):CAS_RN,RXN:VAR(1):CAT(3):CAS_RN,RXN:VAR(1):CAT(4):CAS_RN,RXN:VAR(1):RGT(1):CAS_RN,RXN:VAR(1):RGT(2):CAS_RN,RXN:VAR(1):RGT(3):CAS_RN,RXN:VAR(1):RGT(4):CAS_RN,RXN:VAR(1):RGT(5):CAS_RN,RXN:VAR(1):RGT(6):CAS_RN,RXN:VAR(1):SOL(1):CAS_RN,RXN:VAR(1):SOL(2):CAS_RN,RXN:VAR(1):SOL(3):CAS_RN,RXN:VAR(1):SOL(4):CAS_RN,RXN:VAR(1):SOL(5):CAS_RN,yield_percent,year
440,31-614-CAS-38558263,1895-39-2,62303-06-4,,,2464-33-7,86,"Hu, Chengxian; Wang, Lu; Wu, Yuanyuan; Zheng, Yonglong; Fu, Ying; Du,",Synthesis of N-substituted phthalimides via Pd-catalyzed [4+1],"Chemical Communications (Cambridge, United Kingdom) (2023), 59(100),",sealed tube used,3375-31-3,166330-10-5,,,584-08-7,,,,,,68-12-2,,,,,86,2023.0
441,31-614-CAS-42982231,288-32-4,39061-97-7,,,1566675-27-1,86,"Chiranjeevi, Yakkanti; Kumar, Ganta Ravi; Rao, Lakinani Vaikunta;","Sequential Decarboxylation, Substitution, Cyclization and Oxidation with","ChemistrySelect (2024), 9(44), e202404332",autoclave used,7440-05-3,,,,1310-58-3,1333-74-0,,,,,67-68-5,7732-18-5,67-56-1,,,86,2024.0
442,31-614-CAS-38006364,2982878-42-0,2982878-43-1,,,2982878-44-2,86,"Sano, Yusuke; Shintani, Toshiki; Hayakawa, Masahiro; Oda, Susumu; Kondo,",One-Shot Construction of BN-Embedded Heptadecacene Framework Exhibiting,"Journal of the American Chemical Society (2023), 145(21), 11504-11511",,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
443,31-614-CAS-38006382,591-18-4,2982878-46-4,,,2982878-47-5,86,"Sano, Yusuke; Shintani, Toshiki; Hayakawa, Masahiro; Oda, Susumu; Kondo,",One-Shot Construction of BN-Embedded Heptadecacene Framework Exhibiting,"Journal of the American Chemical Society (2023), 145(21), 11504-11511",,51364-51-3,161265-03-8,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
444,31-614-CAS-37557408,135-67-1,2980600-32-4,,,2980600-64-2,86,"Lei, Shuang-Gui; Zhou, You; Wang, Li-Sheng; Yu, Zhi-Cheng; Chen, Ting;","I2-DMSO mediated dual α,β-C(sp2)-H functionalization/bicyclization of","Organic Chemistry Frontiers (2023), 10(19), 4843-4847",,3375-31-3,,,,534-17-8,131274-22-1,,,,,108-88-3,,,,,86,2023.0
445,31-614-CAS-41335347,19006-82-7,720696-51-5,,,3060705-42-9,86,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 88, molecular sieves usedin stage 2",52522-40-4,849924-41-0,,,534-17-8,,,,,,108-88-3,,,,,86,2024.0
446,31-614-CAS-35422524,17249-80-8,60419-23-0,,,2898500-02-0,86,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329",sealed Schlenk tube used,2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,86,2023.0
447,31-614-CAS-42625422,902837-21-2,51934-41-9,,,3063418-22-1,86,"Tu, Hua; Deng, Xi; Li, Hongyi; Xu, Yangjing; Chen, Jing; Zhang, Xiaofeng;",Efficient Construction of β-Arylethylamines via Selective C(sp3)-H,"ACS Catalysis (2024), 14(23), 17535-17546","regioselective, reaction in a Schlenk tube, syn:anti = 1:1, dr is greater",3375-31-3,3063418-84-5,,,110-46-3,2966-50-9,,,,,920-66-1,,,,,86,2024.0
448,31-614-CAS-40733464,100-52-7,100-63-0,615-37-2,630-08-0,3047136-53-5,86,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,86,2024.0
449,31-614-CAS-41349169,112275-50-0,3012621-83-6,,,3049693-41-3,86,"Lu, Yan; Gu, Qi; Martin, Stephen F.",Structure-affinity relationships of stereoisomers of,"European Journal of Medicinal Chemistry (2023), 257115488",Buchwald-Hartwig coupling,51364-51-3,787618-22-8,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
450,31-614-CAS-36924725,86-74-8,1400697-34-8,,,2942342-20-1,86,"Hsueh, Jen-Chun; Szu, Fu-En; Yu, Yin-Yin; Leung, Man-kit",Ortho-Lithiation driven one-pot synthesis of quinazolines via [2 + 2 + 2],"Organic & Biomolecular Chemistry (2023), 21(25), 5297-5304",Buchwald-Hartwig reaction,51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
451,31-614-CAS-43159505,100-61-8,58794-09-5,,,1367906-08-8,86,"Luo, Chenguang; Wu, Chaozheng; Wang, Xiaoming; Han, Zhaobin; Wang, Zheng;",Ruthenium-Catalyzed Carbocycle-Selective Hydrogenation of Fused,"Journal of the American Chemical Society (2024), 146(51), 35043-35056",Schlenk flask used,51364-51-3,161265-03-8,,,865-48-5,,,,,,123-91-1,,,,,86,2024.0
452,31-614-CAS-39786403,2102039-68-7,100-61-8,,,1328955-26-5,86,"Paterson, Kieran J.; Dahiya, Amit; Williams, Benjamin D.; Phipps, Robert",Tertiary Amides as Directing Groups for Enantioselective C-H Amination,"Angewandte Chemie, International Edition (2024), 63(14), e202317489",sealed flask used (stage 1),7440-05-3,,,,1333-74-0,75-16-1,7647-01-0,,,,67-56-1,60-29-7,7732-18-5,,,86,2024.0
453,31-614-CAS-43376638,6267-02-3,1115599-99-9,,,3067859-59-7,86,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (200W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,86,2024.0
454,31-614-CAS-36273153,66003-76-7,184474-93-9,,,2923249-42-5,86,"Naharwal, Sushma; Kharat, Narendra Dinkar; Mahesha, Chikkagundagal K.;","Palladium-Catalyzed Regioselective C-Arylation and C,N-Diarylation of","Synthesis (2023), 55(21), 3515-3525",regioselective,3375-31-3,564483-18-7,,,127-08-2,7782-44-7,,,,,68-12-2,,,,,86,2023.0
455,31-614-CAS-35422580,110-89-4,861440-59-7,,,2898500-65-5,86,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329","thermal, sealed Schlenk tube used",2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,86,2023.0
456,31-614-CAS-36834260,108-86-1,613-32-1,,,3665-72-3,86,"Su, Yonghao; Jin, Xin; Su, Jianhua; Feng, Yanli; Wang, Qiaochun; Zhang,",Radical Afterglow Emission Harnessed by Doping,"Advanced Optical Materials (2023), 11(20), 2300604","Schlenk bottle used, Buchwald-Hartwig reaction",3375-31-3,13716-12-6,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
457,31-614-CAS-44154266,1513-65-1,147081-29-6,,,2360628-89-1,86,"Mamai, Ahmed; Chau, Anh M.; Wilson, Brian J.; Watson, Iain D.; Joseph,","Discovery of OICR12694: A Novel, Potent, Selective, and Orally","ACS Medicinal Chemistry Letters (2023), 14(2), 199-210",,51364-51-3,161265-03-8,,,4039-32-1,,,,,,109-99-9,,,,,86,2023.0
458,31-614-CAS-35422518,111-92-2,151049-87-5,,,2898499-50-6,86,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329","sealed Schlenk tube used, thermal in stage 2",2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,86,2023.0
459,31-614-CAS-37487005,2971798-72-6,630-08-0,,,2971797-49-4,86,"Alam, Ryan M.; Keating, John J.","Accessing Dihydropyrrolo[3,4-b]indol-1(2H)-ones via Pd-Catalyzed","European Journal of Organic Chemistry (2023), 26(34), e202300646",stage 1 and stage 2 mixed after 10 minutes (stage 2),3375-31-3,161265-03-8,,,121-44-8,64-18-6,124-63-0,,,,108-88-3,,,,,86,2023.0
460,31-614-CAS-38030211,110-91-8,19493-44-8,,,883794-85-2,86,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,86,2023.0
461,31-614-CAS-41335342,3378-82-3,19155-24-9,,,3060705-38-3,86,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 83, molecular sieves usedin stage 2",52522-40-4,950982-66-8,,,534-17-8,,,,,,108-88-3,,,,,86,2024.0
462,31-614-CAS-36259544,1443130-79-7,2920904-31-8,,,2920901-98-8,86,"Fu, Yan; Liu, Hao; Tang, Ben Zhong; Zhao, Zujin",Realizing efficient blue and deep-blue delayed fluorescence materials,"Nature Communications (2023), 14(1), 2019",alternative reagent may also be used (HBF4),51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
463,31-614-CAS-38715684,100-61-8,456-48-4,,,16547-14-1,86,"Yin, Xiaogang; Zhu, Qiudi; Tan, Youjuan; Long, Siyu; Huang, Yu; Li, Yan;",Highly dispersed and stable Pd nano-catalyst loaded on chitosan,"Applied Surface Science (2024), 648159047","catalyst prepared and used, catalyst was recycled for five times,",7440-05-3,9012-76-4,,,1333-74-0,,,,,,108-88-3,,,,,86,2024.0
464,31-614-CAS-36312535,92-84-2,1122-91-4,,,866327-14-2,86,"Lv, Xiaojing; Zhu, Xuchen; Zhang, Ling; Ouyang, Mi; Xia, Minao; Liu,",Highly transparent to red/green/blue photo-crosslinkable polymer for,Journal of Materials Chemistry C: Materials for Optical and Electronic,,3375-31-3,,,,584-08-7,131274-22-1,,,,,108-88-3,,,,,86,
465,31-614-CAS-40129225,3036636-20-8,,,,3047887-32-8,86,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 91% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,86,2023.0
466,31-614-CAS-38470383,37500-95-1,2657730-59-9,,,2657729-67-2,86,"Liao, Chuanxin; Chen, Bo; Xie, Qi; Li, Xianggao; Liu, Hongli; Wang,",A Breakthrough in Solution-Processed Ultra-Deep-Blue HLCT OLEDs: A Record,"Advanced Materials (Weinheim, Germany) (2023), 35(48), 2305310",,51364-51-3,,,,865-48-5,13716-12-6,,,,,108-88-3,,,,,86,2023.0
467,31-614-CAS-41192577,108-86-1,613-32-1,,,3665-72-3,86,"Liu, Lu; Li, Yuxuan; Fu, Haichang; Guo, Xuecheng; Wan, Qing; Li, Weijun;",Stable aryl-armed dihydrophenazines-based radicals,"Chemical Engineering Journal (Amsterdam, Netherlands) (2024), 496154156",,52522-40-4,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,86,2024.0
468,31-614-CAS-39567734,109-04-6,1914-02-9,,,1667743-08-9,86,"Gerard, Phideline; Guissart, Celine; Evano, Gwilherm",Copper-catalyzed direct α-peroxidation of nitrogen heterocycles,"ARKIVOC (Gainesville, FL, United States) (2024), (5), 202312154","Buchwald-Hartwig cross coupling, reaction in a pressure tube",51364-51-3,2273924-56-2,,,865-47-4,,,,,,108-88-3,,,,,86,2024.0
469,31-614-CAS-36259558,1443130-79-7,2920904-39-6,,,2920902-46-9,86,"Fu, Yan; Liu, Hao; Tang, Ben Zhong; Zhao, Zujin",Realizing efficient blue and deep-blue delayed fluorescence materials,"Nature Communications (2023), 14(1), 2019",alternative reagent may also be used (HBF4),51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
470,31-614-CAS-38100965,82-46-2,57103-01-2,,,2952652-34-3,86,"Sudhakar, Pagidi; Slawin, Alexandra; Zysman-Colman, Eli",Thermally activated delayed fluorescence and high-contrast,"Frontiers in Chemistry (Lausanne, Switzerland) (2023), 111248267","Schlenk flask used, Buchwald-Hartwig cross-coupling reaction",12150-46-8,51364-51-3,,,534-17-8,,,,,,108-88-3,,,,,86,2023.0
471,31-614-CAS-41192574,104-92-7,613-32-1,,,129533-53-5,86,"Liu, Lu; Li, Yuxuan; Fu, Haichang; Guo, Xuecheng; Wan, Qing; Li, Weijun;",Stable aryl-armed dihydrophenazines-based radicals,"Chemical Engineering Journal (Amsterdam, Netherlands) (2024), 496154156",,52522-40-4,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,86,2024.0
472,31-614-CAS-40985633,108-86-1,626-58-4,,,51679-29-9,86,"Kim, Sojung F.; Schwarz, Henrik; Jurczyk, Justin; Nebgen, Bailey R.;","Mechanistic Investigation, Wavelength-Dependent Reactivity, and Expanded","Journal of the American Chemical Society (2024), 146(8), 5580-5596","sealed vial used, no solvent, Buchwald-Hartwig coupling",3375-31-3,787618-22-8,,,865-48-5,,,,,,,,,,,86,2024.0
473,31-614-CAS-36112934,6558-83-4,1262398-41-3,,,2587295-55-2,86,"Chen, Jinke; Wu, Xing; Liu, Hao; Qiu, Nuoling; Liu, Zhangshan; Yang,",Towards efficient blue delayed-fluorescence molecules by modulating,"CCS Chemistry (2023), 5(3), 598-606",reaction conducted in the presence of air,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
474,31-614-CAS-43376619,86-74-8,106-37-6,,,19287-68-4,86,"Mohd Jamel, Nor Shafiq; Skhirtladze, Levani; Hussein, Aqeel A.; Ma,",Microwave-Assisted Buchwald-Hartwig Double Amination: A Rapid and,"ACS Omega (2024), 9(51), 50446-50457","microwave irradiation (microwave irradiation (300W)), Buchwald-Hartwig",51364-51-3,564483-18-7,,,865-48-5,,,,,,108-88-3,,,,,86,2024.0
475,31-614-CAS-41349178,149771-44-8,3012621-83-6,,,3049693-47-9,86,"Lu, Yan; Gu, Qi; Martin, Stephen F.",Structure-affinity relationships of stereoisomers of,"European Journal of Medicinal Chemistry (2023), 257115488",Buchwald-Hartwig coupling,51364-51-3,787618-22-8,,,865-48-5,,,,,,108-88-3,,,,,86,2023.0
476,31-614-CAS-38947690,100-63-0,3025967-13-6,,,3025967-10-3,85,"Kayastha, Nasib; Dutta, Dhiraj; Chutia, Kangkana; Das, Babulal; Gogoi,",Synthesis and Photophysical Properties of 3-Substituted-1H-Indazoles: A,"Journal of Organic Chemistry (2024), 89(1), 402-413","regioselective, 0.3 mmol scale used",3375-31-3,6737-42-4,,,865-47-4,,,,,,108-88-3,,,,,85,2024.0
477,31-614-CAS-40733470,100-52-7,100-63-0,615-41-8,630-08-0,3047136-58-0,85,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,85,2024.0
478,31-614-CAS-41378276,109-01-3,115464-89-6,,,3080488-13-4,85,"Drop, Marcin; Koczurkiewicz-Adamczyk, Paulina; Bento, Ophelie; Pietrus,",5-HT6 receptor neutral antagonists protect astrocytes: A lesson from,"European Journal of Medicinal Chemistry (2024), 275116615","microwave irradiation, Buchwald-Hartwig amination",51364-51-3,250285-32-6,,,4039-32-1,,,,,,109-99-9,,,,,85,2024.0
479,31-614-CAS-39355812,100-61-8,2991285-28-8,,,2991285-29-9,85,"Grimm, Jonathan B.; Tkachuk, Ariana N.; Patel, Ronak; Hennigan, S.",Optimized Red-Absorbing Dyes for Imaging and Sensing,"Journal of the American Chemical Society (2023), 145(42), 23000-23013",reaction in a sealed vial,51364-51-3,564483-18-7,,,534-17-8,,,,,,123-91-1,,,,,85,2023.0
480,31-614-CAS-43159478,103-67-3,34784-04-8,,,3067233-04-6,85,"Luo, Chenguang; Wu, Chaozheng; Wang, Xiaoming; Han, Zhaobin; Wang, Zheng;",Ruthenium-Catalyzed Carbocycle-Selective Hydrogenation of Fused,"Journal of the American Chemical Society (2024), 146(51), 35043-35056",Schlenk flask used,51364-51-3,161265-03-8,,,865-48-5,,,,,,123-91-1,,,,,85,2024.0
481,31-614-CAS-37741666,108-86-1,82771-60-6,,,78317-94-9,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
482,31-614-CAS-37847481,100-61-8,878203-50-0,1011528-25-8,,2989955-70-4,85,"Xu, Jie; Ge, Zhaoliang; Ding, Kuiling; Wang, Xiaoming",Rh(II)/Pd(0) Dual-Catalyzed Regio-Divergent Three-Component Propargylic,"JACS Au (2023), 3(10), 2862-2872","chemoselective, regioselective, sealed tube used",51364-51-3,73482-96-9,1160861-53-9,,534-17-8,,,,,,75-05-8,,,,,85,2023.0
483,31-614-CAS-42964717,110-91-8,3065154-10-8,,,3065154-33-5,85,"Symes, Oliver L.; Ishikura, Hikaru; Begg, Callum S.; Rojas, Juan J.;",Harnessing Oxetane and Azetidine Sulfonyl Fluorides for Opportunities in,"Journal of the American Chemical Society (2024), 146(51), 35377-35389",sealed vial used,3375-31-3,224311-51-7,,,7778-53-2,,,,,,109-99-9,,,,,85,2024.0
484,31-614-CAS-40985573,110-89-4,591-17-3,,,71982-24-6,85,"Kim, Sojung F.; Schwarz, Henrik; Jurczyk, Justin; Nebgen, Bailey R.;","Mechanistic Investigation, Wavelength-Dependent Reactivity, and Expanded","Journal of the American Chemical Society (2024), 146(8), 5580-5596","sealed vial used, no solvent, Buchwald-Hartwig coupling",3375-31-3,787618-22-8,,,865-48-5,,,,,,,,,,,85,2024.0
485,31-614-CAS-39786418,3033249-61-2,100-61-8,,,3033249-62-3,85,"Paterson, Kieran J.; Dahiya, Amit; Williams, Benjamin D.; Phipps, Robert",Tertiary Amides as Directing Groups for Enantioselective C-H Amination,"Angewandte Chemie, International Edition (2024), 63(14), e202317489",sealed flask used (stage 1),7440-05-3,,,,1333-74-0,75-16-1,7647-01-0,,,,67-56-1,60-29-7,7732-18-5,,,85,2024.0
486,31-614-CAS-37741624,91-21-4,101-55-3,,,2408837-74-9,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
487,31-614-CAS-41335283,59-31-4,109179-31-9,,,3060704-79-9,85,"Wang, Wei; Jiang, Mingwei; Li, Junwei; Wang, Fen; Li, Xiao-Xi; Zhao,",Intermolecular Buchwald-Hartwig Reactions for Enantioselective Synthesis,"Journal of the American Chemical Society (2024), 146(24), 16567-16580","stereoselective, %ee = 93, alternate reaction conditions gave lower yield",52522-40-4,849924-41-0,,,7778-53-2,,,,,,1634-04-4,,,,,85,2024.0
488,31-614-CAS-41860561,106-39-8,865805-26-1,,,3054804-76-8,85,"Wu, Lin; Huang, Zhongyan; Miao, Jingsheng; Wang, Shuni; Li, Xinyao; Li,",Orienting Group Directed Cascade Borylation for Efficient One-Shot,"Angewandte Chemie, International Edition (2024), 63(18), e202402020",Buchwald-Hartwig reaction,51364-51-3,787618-22-8,,,865-48-5,,,,,,108-88-3,,,,,85,2024.0
489,31-614-CAS-37741676,108-86-1,42923-77-3,,,1848207-63-5,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
490,31-614-CAS-42934082,110-89-4,1122-91-4,,,10338-57-5,85,"Du, Zihang; Zhang, Jiahao; Lv, Xueli; Zhang, Kun; Ji, Wei; Wang, Minyan;","Copper(I)-Catalyzed α,β-Dehydrogenative [2 + 3] Heteroannulation of","ACS Catalysis (2024), 14(23), 18107-18115",reaction in a sealed tube,51364-51-3,98327-87-8,,,865-48-5,,,,,,108-88-3,,,,,85,2024.0
491,31-614-CAS-38030215,110-91-8,1722-12-9,,,57356-66-8,85,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,85,2023.0
492,31-614-CAS-37741667,108-86-1,17680-55-6,,,1250257-15-8,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
493,31-614-CAS-40985575,110-89-4,580-13-2,,,5465-85-0,85,"Kim, Sojung F.; Schwarz, Henrik; Jurczyk, Justin; Nebgen, Bailey R.;","Mechanistic Investigation, Wavelength-Dependent Reactivity, and Expanded","Journal of the American Chemical Society (2024), 146(8), 5580-5596","sealed vial used, no solvent, Buchwald-Hartwig coupling",3375-31-3,787618-22-8,,,865-48-5,,,,,,,,,,,85,2024.0
494,31-614-CAS-37741640,91-21-4,106-38-7,,,78317-82-5,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
495,31-614-CAS-37741632,91-21-4,104-92-7,,,78317-83-6,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
496,31-614-CAS-41860520,1611-92-3,102113-98-4,,,178611-93-3,85,"Wu, Lin; Huang, Zhongyan; Miao, Jingsheng; Wang, Shuni; Li, Xinyao; Li,",Orienting Group Directed Cascade Borylation for Efficient One-Shot,"Angewandte Chemie, International Edition (2024), 63(18), e202402020",Buchwald-Hartwig reaction,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,85,2024.0
497,31-614-CAS-37741660,91-21-4,106-39-8,,,78317-78-9,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
498,31-614-CAS-42934085,99-90-1,110-89-4,,,10342-85-5,85,"Du, Zihang; Zhang, Jiahao; Lv, Xueli; Zhang, Kun; Ji, Wei; Wang, Minyan;","Copper(I)-Catalyzed α,β-Dehydrogenative [2 + 3] Heteroannulation of","ACS Catalysis (2024), 14(23), 18107-18115",reaction in a sealed tube,51364-51-3,98327-87-8,,,865-48-5,,,,,,108-88-3,,,,,85,2024.0
499,31-614-CAS-37741654,108-86-1,226942-29-6,,,1834636-99-5,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
500,31-614-CAS-37741630,91-21-4,108-86-1,,,3340-78-1,85,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,85,2023.0
